username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2015-12-31 14:36;0;0;"Volvo V60 D4 Drive-E Momentum aut. FV 23% http:// fb.me/3ZABmxH41";;;;"682571073058017280";https://twitter.com/adamkulcenty/status/682571073058017280
;2015-12-31 11:43;0;0;"2016 Volvo V60 Santa Ana CA G1305278: http:// youtu.be/0R-3HermooQ?a via @YouTube";;@YouTube;;"682527389499437056";https://twitter.com/VolvoOC/status/682527389499437056
;2015-12-31 08:00;0;2;"LTD EDITION VOLVO V60 OCEAN RACE D3 163 ULTRA RARE IN BLUE LTD EDITION VOLVO V60 OCEAN RACE… http://www. carbasics.co.uk/replicacars/lt d-edition-volvo-v60-ocean-race-d3-163-ultra-rare-in-blue/ … pic.twitter.com/VMJ59WgpDe";;;;"682471390814060544";https://twitter.com/unusual_cars/status/682471390814060544
;2015-12-31 02:20;0;0;"Sicherheit geht vor: Kindersitze für Ihren Volvo V60 T3 R Design http:// bit.ly/MSOj6e #kindersitz #Volvo #auto";;;#kindersitz #Volvo #auto;"682385720707813376";https://twitter.com/Datenblaetter/status/682385720707813376
;2015-12-31 02:00;0;0;"2016 Volvo V60 Cross Country http:// bit.ly/1HB4yGr";;;;"682380668911878145";https://twitter.com/CarFanboys/status/682380668911878145
;2015-12-30 21:51;0;1;"Volvo V60 Ocean Race bjr 2012 T3 110kW/150pk 6-bak CLIMA + CRUISE + SPORTLEER + 17" LM-VELGEN + NAVI SENSUS + P... http:// taggle.nl/388433/";;;;"682318205726109696";https://twitter.com/eenhuismanauto/status/682318205726109696
;2015-12-30 19:57;0;0;"2015 Volvo V60 Plug-in Hybrid R-Design http:// bit.ly/1Q65pS4";;;;"682289309915987968";https://twitter.com/newcarupdates/status/682289309915987968
;2015-12-30 16:51;0;0;"VOLVO V60 D4 Geartronic Business 27.900 € IVA esposta http:// is.gd/iJmUlB #volvo #v60";;;#volvo #v60;"682242659826597889";https://twitter.com/pippoleo/status/682242659826597889
;2015-12-30 16:40;0;0;"VOLVO V60 D3 Geartronic Business 25.500 € IVA esposta http:// bit.ly/1Px6XU8 #volvo #v60";;;#volvo #v60;"682239843070431232";https://twitter.com/pippoleo/status/682239843070431232
;2015-12-30 16:27;0;0;"Volvo V60 XC Cross Country | Perché comprarla... e perché no http:// fb.me/4Hqq9lqvs";;;;"682236667558768640";https://twitter.com/GiovanniNicast4/status/682236667558768640
