,clean_text,retweets,favorites
5565,"Yesterday my had a day off. Current mileage is ,224 miles after months... by",0.0,0.0
5566,"Tesla ’s Time Travel Eeriment: I Could See The Past, Present and Future All at The… https:// las-time-travel-eeriment-i-could-see-the-past-present-and-future-all-at-the-same-time …",0.0,0.0
5567,Tesla 's autonomous-car efforts use big data no other carmaker has - Green Car Reports  ,1.0,1.0
5568,Tesla show room in ? How and Why in a department store? -->  ,0.0,0.0
5569,Tesla 's autonomous-car efforts use big data no other carmaker has  ,1.0,0.0
5570,Watch a Tesla predict an accident and react before it even happens . ccident-before-happens-2016-12 …,0.0,0.0
5571,Strange they show a Tesla in the picture there - when the Model S is not even in the top .   hina …,0.0,0.0
5572,"Don't be so elated dude!! Tesla stock gonna hit very soon, as predicted by Benzinga!! SELL SELL SELL and save your money!!",0.0,0.0
5573,This is one of the most relevant articles about $ TSLA now Here’s why Tesla is Baird’s top stock-market pick for  ,1.0,1.0
5574,"A shocking times more people die from cold than heat each year, according to Lancet study.  ",0.0,0.0
5575,Will Be the Year Tesla Reigns Supreme—Or Finally Flops https://,0.0,0.0
5576,"Have they seen the dearth of new Tesla -product projects logged in storage-rich"" California in the SGIP program for ?""",0.0,0.0
5577,Have you heard ‘OTESLA - YÃTRÃ EP [24 hour beattape]’ by ◯ tesla on ? https:// -yatra?utm_sourceundcloud&utm_campaignhare&utm_medium=twitter …,0.0,0.0
5578,Why Is Tesla ’s Association with Panasonic Important?   -association-panasonic-important/ …,0.0,0.0
5579,Baird doubles down on Tesla ahead of Gigafactory tour   aird-doubles-tesla-ahead-gigafactory-tour?source=twitter_sa_factset … $ TSLA,0.0,0.0
5580,Baird doubles down on Tesla ahead of Gigafactory tour   aird-doubles-tesla-ahead-gigafactory-tour?source=feed_f … $ TSLA,0.0,0.0
5581,"Certainly true in Tesla City aka Palo Alto, CA.",0.0,0.0
5582,"Tesla ’s Time Travel Eeriment: I Could See The Past, Present and Future All at The Same Time’  ",1.0,1.0
5583,WATCH: Tesla car 'predicts' accident before it even happens  ,0.0,0.0
5584,Why Is Tesla ’s Association with Panasonic Important?   -association-panasonic-important/ …,0.0,0.0
5585,Here’s why Tesla is Baird’s top stock-market pick for :   $ TSLA,0.0,0.0
5586,secrets about Tesla cars you probably didn’t know – Business Insider  ,0.0,2.0
5587,"So we can send a man to the moon , produce weapons that can hit the Earth's reset button and Tesla , but we still can't figure out vegan ?",0.0,0.0
5588,Will Be the Year Tesla Reigns Supreme--Or Finally Flops . -12-30-2017-will-be-the-year-tesla-reigns-supreme-or-finally.htm?EdNo=001&From=RSS&utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
5589,Watch out for in ! https:// status/814856361230139394 …,0.0,0.0
5590,Will Be the Year Reigns Supreme—Or Finally Flops . ill-year-tesla-reigns-supreme-finally-flops/ …,0.0,0.0
5591,will be the year Tesla reigns supreme—or finally flops . ill-year-tesla-reigns-supreme-finally-flops/ … via,0.0,0.0
5592,Here’s why Tesla is Baird’s top stock-market pick for :   $ TSLA,9.0,19.0
5593,secrets about Tesla cars you probably didn’t know – Business Insider  ,0.0,1.0
5594,buying the tesla jan s calls $ tsla,1.0,1.0
5595,"Latest epi is live! and I chat about the new MBP, Tesla 's new radar magic, markdown parsers and more https:// atus/814849604680351748 …",2.0,2.0
5596,Tesla named top pick for by Baird   amed-top-pick-for-2017-by-baird/ …,0.0,0.0
5597,Bairds best pick for is Tesla for its energy storage business . rds-best-pick-for-2017-is-tesla--for-its-energy-storage-business.html …,0.0,0.0
5598,Here’s why Tesla is Baird’s top stock-market pick for  ,0.0,0.0
5599,Tesla is the future & my next auto- (I wish!!)  ,0.0,0.0
5600,Baird calls Tesla a top pick for on upbeat energy storage outlook $ TSLA  ,1.0,1.0
5601,Onision has managed to avoid any real scrutiny - while creating an income for himself allowing him two homes and two Tesla cars.,0.0,4.0
5602,Tech Update Will Be the Year Tesla Reigns Supreme—Or Finally Flops  ,0.0,0.0
5603,Faraday Future: Tesla Feeling More Relax Now  ,0.0,0.0
5604,"End of year report: Apple, Samsung, Tesla and more graded in - International Business Times UK  ",0.0,0.0
5605,Tesla ’s Autopilot uses black magic to avoid a wreck  ,0.0,0.0
5606,Tesla ’s Autopilot uses black magic to avoid a wreck  ,0.0,0.0
5607,Tesla ’s Autopilot uses black magic to avoid a wreck  ,0.0,0.0
5608,Will Be the Year Tesla Reigns Supreme—Or Finally Flops - It's time for Elon Musk to take his game to the m...  ,0.0,0.0
5609,Buy Tesla Motors Inc (TSLA) Stock Now Or Regret It Later $ TSLA   esla-motors-inc-tsla-stock-now-or-regret-it-later …,0.0,0.0
5610,Tesla makes Reno a critical stop on way to Las Vegas and CES  ,0.0,0.0
5611,FousFan: FousFan: FousFan: zerohedge: today's Tesla infomercial comes from Baird,0.0,0.0
5612,Less than weeks until I start at Tesla in Orlando,0.0,2.0
5613,Tesla showing off gigafactory during CES  ,3.0,4.0
5614,Panasonic to Invest More Than $256 Million in Tesla 's U.S. Plant for Solar Cells via  ,0.0,0.0
5615,"Tesla car secrets, easter eggs you may not have known https://",1.0,2.0
5616,secrets about Tesla cars you probably didn't know - Business Insider https://,0.0,0.0
5617,"INVESTMENT NEWS The Zacks Analyst Blog Highlights: General Motors, Tesla Motors, Ford Motor, Toyota Motor and Hond…  ",0.0,0.0
5618,This is not an EV. :/,0.0,0.0
5619,For the attention of : Me: Have you seen the Tesla showrooms? Piran: Do they charge to get in?,0.0,2.0
5620,secrets about Tesla cars you probably didn't know - Business Insider https://,0.0,0.0
5621,Tesla 's 'Autopilot' begins braking for wreck before driver  ,0.0,0.0
5622,secrets about Tesla cars you probably didn't know  ,0.0,0.0
5623,"Recharge Wrap-up: Rimac Concept One vs. Bugatti Veyron, Tesla Autpoilot in the snow   . ftlauderdalenissan.com",0.0,0.0
5624,Will Be the Year Tesla Reigns Supreme—Or Finally Flops  ,0.0,0.0
5625,FousFan: FousFan: zerohedge: today's Tesla infomercial comes from Baird,0.0,0.0
5626,Honda VEZEL（ヴェゼル） HYBRID X (FF) Part Gopro ⇒ https://,0.0,0.0
5627,Happy New Year Flash! Forever our champ!,0.0,0.0
5628,happy new year to you too honey..... I can't chuffin wait to get back to my Honda family x X,0.0,1.0
5629,"Five deep in a Honda Civic playing Backstreet Boys at :00 on is a real tempo setter, you guys",0.0,1.0
5630,I added a video to a playlist   ALERT NEWS New Year Eve Comet P Honda Approaches The Sun,0.0,0.0
5631,"Honda Civic With Y8 High Idle, Vaccum Leak?  ",0.0,0.0
5632,"Happy New Year to entire team, McLaren, Honda and all the people who make Mclaren the team I support",0.0,0.0
5633,Honda recalls K Odyssey minivans for rear seat defect:   da-recalls-633k-odyssey-minivans-for-rear-seat-defect/?utm_mediumcial&utm_source=twitter_Gabby_Gonzalez …,0.0,0.0
5634,JP250(Nat) ENDLESS TEAM SHANTI 藤平 康人 Honda CBR300R   nat-8-endless-team-shanti-fujihira-yasuto-honda-cbr300r/ …,0.0,0.0
5635,I posted a new video to Facebook  ,0.0,0.0
5636,"please don't be fucking idiots tonight kiddos, mom and dad spent money on that honda civic.",0.0,3.0
5637,"Honda Ridgeline's ignition turned on December , at :44PM near   rev b",0.0,0.0
5638,New electric Honda . I want one,0.0,0.0
5639,Honda Beat Cw F1 Thn   f1-thn-2014/ …,0.0,0.0
5640,CR-V NEW CR-V EX AT X4 Año Click » https:// 93 kms $ 00.000,1.0,0.0
5641,Halilhodzic warns Honda to find regular playing time . /01/soccer/international-soccer/halilhodzic-warns-honda-find-regular-playing-time/ … via,0.0,0.0
5642,"basically coz Edmond convinced Honda she could out box Amanda, good for mma RR shows no respect just a bully imho pal",0.0,1.0
5643,"TWENTY ØNE PILØTS - EMØTIØNAL RØADSHØW - Honda Center Feb , . F106479E?SREF=TWEventKeyword …",0.0,0.0
5644,Just in! We have recently added a Honda Odyssey to our inventory. Check it out :  ,0.0,0.0
5645,Check out Honda GL500 Rectifier Regulator SH538-12,0.0,1.0
5646,"She is the Royce Gracie of women fighters. On a side note, if she was Brazilian, her name is pronounced Honda Housey.",0.0,0.0
5647,"Check out HONDA INTERSTATE FRONT & BACK SEAT W/BACKREST, TRUNK W/BRACKETS",0.0,0.0
5648,"Check out HONDA INTERSTATE GL500 FRONT & BACK SEAT W/BACKREST, TRUNK W/BRACKETS NICE!",0.0,1.0
5649,How to Jack up Honda Civic / Jack Points -2015 Honda Civic   -honda-civic-jack-points-2006-2015-honda-civic …,0.0,0.0
5650,The price has changed on our Honda Accord. Take a look: . s/3-7360088 …,0.0,0.0
5651,".im slapping hoes, starting with _Bxtch !",0.0,0.0
5652,  omposites-C2875.aspx … Fiber + SEASON STARTS Now “FALL10,0.0,1.0
5653,Bobby Hosford and John Sperry at Ascot Short track. Bobby on a Track Master Honda . Picture by Walton.,0.0,0.0
5654,Read through our tips and have your brakes inspected at your next oil change this winter at RiverTown Honda :  ,0.0,0.0
5655,HONDA CG TITAN EX (MI MANUAL - R$ |   …,0.0,0.0
5656,"Vheelocityin Steering Cover For Honda Jazz(Grey, Black, Leatherite) .",0.0,0.0
5657,"Comet P/ Honda -Mrkos-Pajdusakova from Death Valley, CA on -12-28 https://",0.0,5.0
5658,"Honda Accord LX in Duluth, GA :   via",0.0,0.0
5659,That crank though!!! … .,0.0,0.0
5660,Honda CRF450R motocross dirtbike race racing . w/2562835 …,0.0,0.0
5661,Published a new blog entry Honda basks in glow from its Clarity Fuel Cell in Car Industry RSS. . acle-auto-appraiser-appraisal-value-blog-forum/entry/honda-basks-in-glow-from-its-clarity-fuel-cell …,0.0,0.0
5662,Day late posting this bc riding doubles on a Honda is so bromosexual ?,2.0,13.0
5663,HONDA CB R (FLE MANUAL - R$ |   …,0.0,0.0
5664,Senior Honda quarter midget feature goes to Levei Hargraves over Caidyn Brinkman and Logan Rumsey,1.0,1.0
5665,"New Year Eve Comet P / Honda Approaches The Sun"" https:// via """,0.0,0.0
5666,so the Honda -Mrkos-Pajdušáková comet going to be here tonight?,0.0,0.0
5667,We will follow at how big carmaker brands will survive self-driving world   via,0.0,0.0
5668,Published a new blog entry Honda CR-V is Edmunds' most-researched vehicle in in Car Industry RSS. . acle-auto-appraiser-appraisal-value-blog-forum/entry/honda-cr-v-is-edmunds-most-researched-vehicle-in-2016 …,0.0,0.0
5669,"Though not all of the old standbys are popular per-say. Take E. Honda & Blanka for example. They're iconic, but not popular.",0.0,0.0
5670,"Published a new blog entry Honda recalls ,302 Odysseys, issues stop-sale order in Car Industry RSS. . acle-auto-appraiser-appraisal-value-blog-forum/entry/honda-recalls-641-302-odysseys-issues-stop-sale-order …",0.0,0.0
5671,.bouta turn my phone off anyway,0.0,0.0
5672,Street Fighter Metal Pins Badge E. Honda Capcom Character JAPAN GAME   -metal-pins-badge-e-honda-capcom-character-japan-game/.WA3WfIlF2Nk.twitter …,0.0,1.0
5673,I liked a video from   my final video of & my Honda Integra DC5 Type R Starts again,0.0,0.0
5674,Put me in a Chevy commercial. I'll tell you how I fixed them for years then bought a Honda,0.0,0.0
5675,"Thanks for sharing Kate. Glad to hear about your good moments. Hand to heart, we’re gonna save that old Honda in .",0.0,1.0
5676,Just to its left you should be able to see P/ Honda -Mrkos-Pajdušáková with the help of binoculars or a telescope!,1.0,2.0
5677,Just to its left you should be able to see P/ Honda -Mrkos-Pajdušáková with the help of binoculars or a telescope!,0.0,1.0
5678,Saturday evening. Car wash my Honda Pilot on New Year's Day . Bw_R9qZksYhQKNLeuMRgyilS_g0/ …,0.0,0.0
5679,Please RT? Honda Ridgeline Review in Seconds | Car and Driver  ,0.0,0.0
5680,See a Binoc Comet-45P/ Honda -Mrkos-Pajdusakova . istmas-time-binocular-comet-45phonda-mrkos-pajdusakova/ … Fine post on the comet by for -,14.0,25.0
5681,"Please RT? Family Sedan Comparison Test: All-New Chevrolet Malibu vs. Honda Accord, Mazda ,...  ",0.0,0.0
5682,"Can't stop, won't stop! Check out the - they're ready for ! Check out our last post to see how excited they are!",6.0,8.0
5683,RIDGELINE X4 AUT Año Click » https:// 00 kms $ 90.000,1.0,1.0
5684,"New Year Eve Comet P / Honda Approaches The Sun""   """,0.0,0.0
5685,"Honda Civic, all bells and whistles.",0.0,1.0
5686,"Honda keyfob found at Village Square Booksellers- Grey lock, unlock and panic buttons",0.0,0.0
5687,Racing into the new year!,0.0,0.0
5688,Ha! I put up a Honda Civic replacement! A Bentley I drove would lose half its value in about a week. Exhibit A: my current bumper.,0.0,5.0
5689,how about I find you a nice Honda Civic and you give me the lambo Dr. Shaw,0.0,1.0
5690,Honda Accord Door (Omaha) $475   .html …,0.0,0.0
5691,Honda Kingsport wishes everyone a safe and happy New Years Eve!  ,0.0,0.0
5692,Honda Kingsport wishes everyone a safe and happy New Years Eve!,0.0,0.0
5693,The has upgraded to be a lot better than last year!  ,0.0,0.0
5694,The has two electric motors & a -liter gasoline engine!  ,0.0,0.0
5695,Long Term Update Honda Pilot Racking Up the Miles:   via,0.0,0.0
5696,"Honda Civic i-VTEC Type S, Klimatronic/Sitzhzg.  ",0.0,0.0
5697,We're so jealous that we can't get our hands on this UK model of the NSX!,0.0,0.0
5698,DEALER MOTOR JOGJA | TEMPAT CASH/ KREDIT SEPEDA MOTOR HONDA DI JOGJA https://,0.0,0.0
5699,I know you had fun. I rode a Honda Goldwing w/ Buchtech trailer. Loads of fun! Out of it now though.,0.0,1.0
5700,Is this the proper way to ride a Honda ? https:// s/815323344148959232 …,0.0,2.0
5701,Chevy Trailblazer for Pernell from Eric Pollock at Tameron Honda in Birmingham  ,0.0,0.0
5702,-ideas-welcome-build-out-83- honda -v45-interceptor-05-rat-rod-bmw-2002.jpg (800×534) . nts/project-builds/15702-ideas-welcome-build-out-83-honda-v45-interceptor-05-rat-rod-bmw-2002.jpg …,0.0,1.0
5703,Why use a Honda Dealer for a Oil Change   a-dealer-for-a-oil-change …,0.0,0.0
5704,Jazz Rear Seat Fixing Mount Bracket UK  ,0.0,0.0
5705,The predecessor of Big Blue. Here is my Honda Element. I'm going to nickname it Fifth...… .,0.0,0.0
5706,Jazz Front Seat Left Bolt Cover -SEL-0000 UK  ,0.0,0.0
5707,Jazz Front Seat Right Bolt Cover -SEL-0000 UK  ,0.0,0.0
5708,Jazz Air Con A/C Hose Pipe HFC134 UK  ,0.0,0.0
5709,single cam no Tec Honda is the fastes !,0.0,0.0
5710,I couldn't get a Honda Bc it would be boosted the day after I got it,0.0,0.0
5711,Amanda vs Honda Rousey UFC  ,0.0,0.0
5712,"Honda wishes you and your family, good health and happiness in the New Year. Have a prosperous !",9.0,32.0
5713,"New Year Eve Comet P / Honda Approaches The Sun"" NEED2 YOURSELF . t9-zw&featurehare …""",0.0,0.0
5714,"New video: New Year Eve Comet P / Honda Approaches The Sun"" - . omet-45p-honda-approaches-the-sun_e0f40d60e.html … """,0.0,0.0
5715,‡ Honda EU2000i Watt Portable Quiet Inverter Camouflage Gas Power Generator  ,0.0,0.0
5716,} Honda EU7000IS Watt Portable Quiet Inverter Gas Power Generator Camping RV  ,0.0,0.0
5717,¤ Honda EU1000i Watt Portable Quiet Inverter Parallel Capability Generator  ,0.0,0.0
5718,Honda EU3000iH Watt Portable Quiet Inverter Parallel Capable Gas Generator  ,0.0,0.0
5719,"Honda ,000 Watt Quiet GFCI Portable Gas Powered Backup Home Generator - EB2000i  ",0.0,0.0
5720,'s CFP advertisement shows why jobs are gone. % automated bots. Where are the jobs at for american workers. Enjoy your tax breaks.,0.0,0.0
5721,"So this is true now!? I have the worst superpower. Chevy, not Honda though apparently. https:// status/627711738146787328 …",0.0,2.0
5722,Lol aww man I juss saw dis! U needa stop playin n run tha Honda man! Straight paddle shift action,0.0,0.0
5723,"Honda Ridgeline's ignition turned on December , at :37PM near   rev b",0.0,0.0
5724,The robotics commercial pretty much shows visually where the middle class jobs went - and not to Dixie or Japan.,1.0,1.0
5725,I want to know how much Honda spent on commercials in this game. My word there is one every break,0.0,0.0
5726,Blu Blu Honda Civic EG - The sec All Motor King - King of Shores:   via,0.0,0.0
5727,Comet P/ Honda -Mrkos-Pajdusakova Near The Moon :30 PM binocs to view but no clear skies Dutchess County NY. Bummed.,0.0,0.0
5728,お得な情報は弊社ＨＰから！ ＰＣ→   tonara/index.html … スマホ→   tonara/sp/ …,0.0,0.0
5729,HONDA NC700S https://,0.0,0.0
5730,HONDA TRX500FA You can download the repair service manuals PDF right now.   web-its.kir.jp /,0.0,0.0
5731,"Looking up tonight as the ball drops for a kiss in the west left of the moon is the comet Honda . Blow one, I will catch it an blow it back!!",32.0,4.0
5732,": RUMOR! Said To Be Importing For MY, Set For DETROIT Debut https://",4.0,6.0
5733,I went to dick lovett today and this Honda NSX surprised me you can watch my story on YouTube,0.0,0.0
5734,HONDA Fit SHUTTLE HYBRID ⇒ https://,0.0,0.0
5735,TRAFFIC COLLISION: I10 East & I215 North transition road - completely blocked by big rig and gray Honda - per CHP,0.0,0.0
5736,Honda FourTrax Rancher TRX420 FA5 Automatic X4 ATV w/IRS & FREE PLOW!!!  ,0.0,0.0
5737,"Robert Forrester Of VIRTU HONDA MOTORS PLC Is Quoted In MOTOR TRADE NEWS As Saying Social Media Has No Future In The Motor Trade"" ""MARTINE""""",0.0,0.0
5738,Honda Adecco Part Time Assembly Position  ,0.0,0.0
5739,Honda Power Equipment - Adecco - Material...  ,0.0,0.0
5740,"ChickFilA Peach Bowl brought to you by Honda , Capital One, and PlayStation."" I hate advertising in sports. It should just be ""Peach Bowl"".""",0.0,2.0
5741,I keep that .223 i'll knock yo head up out yo honda,0.0,0.0
5742,"I forgot to send you the Honda CRZ recommendation. -door, speed manual hybrid with sec. -60. Feels really solid",0.0,0.0
5743,Yoo this Honda Mini Van pulled off next to us With RIMS. y'all,0.0,0.0
5744,Five of the FINAL EIGHT Honda Battle of the Bands are Common Black College Application Member Institutions.,2.0,2.0
5745,Good good. One of my favourites is the modified honda scrambler from dragon tattoo but oof maintenance for days,0.0,1.0
5746,"Target- Honda in IndyCar. Toyota at Le Mans. Better Ferrari, RedBull, McLaren in F1 but Hamilton unstoppable. MotoGP wide open. WRC exciting.",0.0,3.0
5747,-97 Honda Accord Green Adjustable Front+Rear Coilover Lowering Spring + Scale   CarTruckParts/social/lndng-st/twt/-item/?id=361867543995&ItemName=90-97+Honda+Accord+Green+Adjustable+Front+Rear+Coilover+Lowering+Spring+++Scale&utm_sourcelvr.it&utm_medium=twitter …,0.0,0.0
5748,. magic in action! I really look up to them after watching this.  ,0.0,0.0
5749,Interesting Honda Civic commercial. Anyone else think no jobs as it is all robots?,0.0,0.0
5750,Ron Price Of Springfield HONDA SUZUKI In Tyne & Wear On TWITTER? Has Tweets! Following! Followers? Les Allen Has Tweets ...,0.0,0.0
5751,Honda Civic Hatchback,0.0,0.0
5752,Just in! We have recently added a Honda Civic to our inventory. Check it out :  ,0.0,0.0
5753,as far as new stuff we're probably on the same page. I also really like the early s Honda scramblers. I used to have one!,0.0,0.0
5754,BLITZ / NUR-SPEC OVAL Ti JH1 HONDA N-WGN CUSTOM EXHAUST SOUND ⇒ https://,0.0,0.0
5755,The price has changed on our Honda Civic. Take a look: . s/3-7214295 …,0.0,0.0
5756,"GOPro"" action! GEICO Honda Team Scrimmage POV - GoPro Onboard With Christian Craig   """,3.0,9.0
5757,Time Square New Year's Eve Ball was first dropped in after there was a fireworks ban. The original ball weighed pounds and feature…,0.0,0.0
5758,We've had a fabulous year with _UK and looking forward to what brings. Wishing you all the best for the New Year when it arrives!,0.0,6.0
5759,Ariana Grande - Problem (Live on the Honda Stage at the iHeartRadio Theater LA)  ,0.0,0.0
5760,"Please RT? Honda CR-V Features New Engine, Safety Tech  ",0.0,0.0
5761,After years in a Toyota I finally joined the Honda family!,0.0,0.0
5762,i don't get how you consciously make the decision to whip a Honda Accodd Coupe,0.0,0.0
5763,Dope classic Honda Civic CVCC. Compliments of caribbean_mischief hanging out in Oakland.… .,0.0,0.0
5764,I reviewed Honda -Activa /5. Earn Rs.40 per review . ctiva-review-strusomrmqm …,0.0,0.0
5765,Honda civic $800   .html …,0.0,0.0
5766,Wow! Check out this Honda Odyssey we just added: . s/3-7359680 …,0.0,0.0
5767,Write your goals down and achieve them in !,0.0,0.0
5768,What kind of do you drive?,0.0,0.0
5769,"Honda 's last such a long time and those cars , you should've a problem with",0.0,0.0
5770,I realy need one off these Honda mini generators for ...,0.0,0.0
5771,it's worth at least a new Honda if she get off,0.0,0.0
5772,"So much to celebrate in ! Our year history with _powersports_us , our past like this...  ",0.0,0.0
5773,you prolly would too but you had a choice and went Honda ? Hmm,0.0,0.0
5774,How to Pronounce Honda Cancer:   via,0.0,0.0
5775,I'll Turn That Audi Into A Honda,0.0,0.0
5776,Humans and aliens battle for survival in amazing promotional art for Ishiro Honda ’s thriller THE MYSTERIANS.,11.0,16.0
5777,Wow! Check out this Honda Fit we just added: . s/3-7359666 …,0.0,1.0
5778,Love the vibe at this shop.,0.0,1.0
5779,Love tsubasa honda 's short hair,0.0,1.0
5780,"Check out the deals at   CorwinHonda.com today, during the final days of the Happy Honda Days Sales Event.  ",0.0,0.0
5781,Honda Recalls Nearly Odyssey Minivans Over Seats That May Suddenly Shift During A Crash - Tech Times   ggtech…,0.0,0.0
5782,In need of parts for your Honda ? We've got you covered! Order genuine Honda parts from us today! .,0.0,0.0
5783,Honda Fit small overlap IIHS crash test ⇒ https://,0.0,0.0
5784,Honda civic . egunda-mano/honda_civic-3460538.htm?utm_source=Twitter&utm_medium=Twitter&utm_campaign=rsspalencia …,0.0,0.0
5785,Amanda vs Honda Rousey UFC   nda-vs-honda-rousey-ufc/ …,0.0,0.0
5786,Honda Recalls Nearly Odyssey Minivans Over Seats That May Suddenly Shift During A Crash - Tech Times  ,0.0,0.0
5787,ggtechmy: Honda Recalls Nearly Odyssey Minivans Over Seats That May Suddenly Shift During A Crash - Tech Ti…  ,0.0,0.0
5788,"Why don't you decorate for me? After all, doesn't the adage, tis better to give, than receive"" apply?""",0.0,0.0
5789,Honda CB750 By Brogue Motorcycles More pics here: . cb750-1982-by-brogue-motorcycles.html …,30.0,91.0
5790,Honda by . Beastly!…: Honda by … https://,0.0,0.0
5791,This isn't something you see everyday and for obvious reasons,0.0,3.0
5792,ooh yea you need a little Honda like me,0.0,0.0
5793,Ronda has letters... Honda has letters... and both has something wrong with them after a minute of use... ?,0.0,0.0
5794,  TheHondaMan.com Halilhodzic warns Honda to find regular playing time - The Japan Times  ,0.0,0.0
5795,Honda fit pre purchase car inspection ... lil bit of body damage but main stuff was no check… .,0.0,0.0
5796,M+ cheapest motorcycle OEM parts on https:// parts.fo for via,0.0,0.0
5797,Shredding some snow:   via,0.0,0.0
5798,Honda CRV for Teresa from Roberto Rodriguez at Tameron Honda in Birmingham  ,0.0,0.0
5799,DEALER MOTOR JOGJA | TEMPAT CASH/ KREDIT SEPEDA MOTOR HONDA DI JOGJA https://,0.0,0.0
5800,New Year's Eve Comet P Honda –Mrkos–Pajdušáková ECCO LA PRESENTAZIONE DELLA COMETA https://,0.0,0.0
5801,if its a it's probably synthetic. Honda dealer is gona do what's minimally required.,0.0,0.0
5802,honda jorge is gonna be my favourite jorge,0.0,2.0
5803,Are we sick of '17 hatchbacks yet?,0.0,0.0
5804,Honda Gold Wing Audio Comfort  ,0.0,0.0
5805,Honda FourTrax Rancher TRX420 FM1 X4 ATV *LOWEST PRICE PLUS FREE PLOW!!!  ,0.0,0.0
5806,Honda Smart Entry and Push Button Start   try-and-push-button-start …,0.0,0.0
5807,that whip with the tims cup decal is your fucking honda civic isnt it,0.0,0.0
5808,Just in! We have recently added a Honda Civic to our inventory. Check it out :  ,0.0,0.0
5809,(VR) Honda CRV Trunk View ° . Fy7mI&featurehare …,0.0,0.0
5810,So Honda got paid million for lasting seconds https://,0.0,0.0
5811,I liked a video   Demi Lovato - For You (Live On Honda Civic Tour: Future Now),0.0,0.0
5812,Made two families very happy today by helping them secure the right vehicles. One young lady got here first car.,0.0,0.0
5813,Can The Outrun The NSX With A -Sec Head Start?   Yes it can!,0.0,0.0
5814,Is The Latest Carmaker To Work With Alphabet's On |  ,0.0,0.0
5815,Please RT? Honda Ridgeline Super Bowl Ad: Life's a Treat [Video]  ,0.0,0.0
5816,Halilhodzic warns Honda to find regular playing time  ,0.0,0.0
5817,Just in! We have recently added a Honda Accord LX dr Sedan to our inventory. Check it out...  ,0.0,0.0
5818,"mun vekh apna min peeche honda ay, aur handsfree laga k wese hi min peeche hogya ay",0.0,2.0
5819,Gostei de um vídeo   est … Mistake (Live on the Honda Stage at the iHeartRadio Theater LA),0.0,0.0
5820,hopefully I get it straight at the Honda dealership before I leave,0.0,1.0
5821,Currently laying down in my busted up Honda Accord on Madison Ave. wearing a $500 coat,0.0,7.0
5822,"One day, I'll be a proud owner of a Honda S2000",1.0,7.0
5823,Bring it home for the holidays during the Happy Honda Days Sales Event.  ,0.0,0.0
5824,Give a warm welcome to the !,0.0,0.0
5825,Domestic fans hide and look at Honda pics all night! OWNER: PHOTOGRAPHER: .keola36  ,0.0,0.0
5826,Shopping for a vehicle? Check out our newest addition: Honda Civic: . s/3-7359449 …,0.0,0.0
5827,"Quirky little things, but probably a lot of fun! Honda Beat . JYxrx…",1.0,2.0
5828,"Honda Civic LX review, concept, test drive, hd:   via",0.0,0.0
5829,"Took my SV650 to a Honda Powersports dealer to get my mounted. Apparently this is what they think of my..."" """,0.0,0.0
5830,imma let him meet my momma imma take him out that honda imma put him in that foreign,0.0,0.0
5831,: Like-New Honda Accord Coupe   .html …,0.0,2.0
5832,epidemic_motors ・・・ Honda CB550 custom by Tin Can Customs … .,0.0,2.0
5833,"Thanks, Honda of Valley Stream. It is pretty cool. Happy Hondadays. https:// m/status/815295231885197312 …",1.0,4.0
5834,You Wins Amanda Gomes Osso hein Honda,0.0,0.0
5835,Some good finds at the hobby shop! .,0.0,0.0
5836,Domestic fans hide and look at Honda pics all night! _________________ OWNER:… .,0.0,0.0
5837,Perdoname by Pepe Aguilar started playing... Honda wya,0.0,1.0
5838,I liked a video   Shawn Mendes - Mercy (Live On The Honda Stage From The Air Canada Centre),0.0,0.0
5839,"Take a glance at this honda CBR RR! Now available, make it yours!: . s/3-7359365 …",0.0,0.0
5840,Honda Civic is now available. Take a look: . s/3-7359368 …,0.0,0.0
5841,DEALER MOTOR JOGJA | TEMPAT CASH/ KREDIT SEPEDA MOTOR HONDA DI JOGJA  ,0.0,0.0
5842,a fucking honda civic ironic,0.0,4.0
5843,∫ Honda EU2000i and EU2000ic Companion Inverter Generator Parrallel Combo Kit  ,0.0,0.0
5844,◔» Honda EU3000is Watt Portable Quiet Inverter Parallel Gas Power Generator  ,0.0,0.0
5845,Not going to Honda cause I'm tryna save for nationals,0.0,0.0
5846,→ Honda EU3000iH Watt Portable Quiet Inverter Parallel Capable Gas Generator  ,0.0,0.0
5847,"◕ Honda ,000 Watt Quiet GFCI Portable Gas Powered Backup Home Generator - EB2000i  ",1.0,0.0
5848,I really wanna go to Honda,2.0,2.0
5849,"Was a Honda but in Honda retired their line of Cubs and CB125's. The company, SYM, continued to make them. This is a Sym Wolf",0.0,1.0
5850,-Franco CAIMI ( HONDA ) -Alberto Santiago ONTIVEROS (BETA) -Jorge LACUNZA (TKM) -Kevin ECHEVESTE (HUSQVARNA),0.0,0.0
5851,동영상   Turbocharger: Self-Powered Boost I The F1 Power Unit I Honda F1 에 좋아요 표시를,0.0,0.0
5852,Congratulations Enrique on leasing your Honda Civic Hatchback Sport!!! We hope you are loving your new set...  ,0.0,1.0
5853,I just seen u pull up in that raggedy honda ... u sure you gotta boyfriend blac youngsta funny as hell,0.0,0.0
5854,Honda factory -CBR   cbr …,0.0,0.0
