username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2014-12-31 23:43;0;0;"At http:// iqboom.com/cars -- If you've never driven the Tesla Model S , you are missing out! If you've never use... pic.twitter.com/IRXqaGtVrO";;;;"550437183581339649";https://twitter.com/Crazy4cars2/status/550437183581339649
;2014-12-31 23:28;0;0;"Watch the new Tesla Model S completely destroy its predecessor in a drag race http:// goo.gl/fb/1EHKzL #youtube #tech";;;#youtube #tech;"550433301140213760";https://twitter.com/MooreSimplyCo/status/550433301140213760
;2014-12-31 23:15;0;0;"Aventador ve Tesla Model S karşı karşıya... http://www. teknotava.net/aventador-ve-t esla-model-s-karsi-karsiya-geldi-video/ … #Manşet";;;#Manşet;"550430152727855104";https://twitter.com/TeknoTava/status/550430152727855104
;2014-12-31 22:56;0;0;"Watch the new Tesla Model S completely destroy its predecessor in a drag race: The P85D is a force to be recko... http:// bit.ly/1AiDjdf";;;;"550425374790656000";https://twitter.com/itzkingremy/status/550425374790656000
;2014-12-31 22:50;0;0;""Basically a Porsche-killer that can transport 7 people." Watch Tesla Model S P85D destroy the P85 in a drag race. http:// ow.ly/GC45j";;;;"550423683370856448";https://twitter.com/nicolevanzanten/status/550423683370856448
;2014-12-31 22:45;0;0;"Новая статья: Автодайджест №285: Tesla Model S против Lamborghini Aventador";;;;"550422594684727299";https://twitter.com/indramanto1/status/550422594684727299
;2014-12-31 22:45;1;1;"The Tesla Model S Daily is out! http:// paper.li/teslamodels Stories via @aperezymadrid @HijosDeLaRadio @TINBizCompNews";;@aperezymadrid @HijosDeLaRadio @TINBizCompNews;;"550422568520671235";https://twitter.com/TeslaModelS/status/550422568520671235
;2014-12-31 22:32;0;0;"@Carsforsalecom selling 2014 Tesla Model S p85 fully loaded, purchased new in 04/14, only has 4K miles, fully loaded w/ everything!";;@Carsforsalecom;;"550419357273456640";https://twitter.com/NeilS_WFC/status/550419357273456640
;2014-12-31 22:31;0;0;"selling 2014 Tesla Model S 85P, only 4K miles, bought it new in April 14. Fully loaded, i mean fully loaded. sale for 100K, chicago, IL";;;;"550418961536675840";https://twitter.com/NeilS_WFC/status/550418961536675840
;2014-12-31 22:06;0;1;"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race http:// buff.ly/1D47kwM";;;;"550412584424595456";https://twitter.com/Minh_Q_Tran/status/550412584424595456
;2014-12-31 21:55;0;0;"Can't decide between the Tesla P85 and P85D? This Model S racing showdown may help: The Tesla Model S continue.. http:// bit.ly/1EKNNGb";;;;"550410042777010177";https://twitter.com/WBA_rwd/status/550410042777010177
;2014-12-31 21:55;0;0;"Can't decide between the Tesla P85 and P85D? This Model S racing showdown may help: The Tesla Model S continue.. http:// bit.ly/1EKNNGb";;;;"550410041749413888";https://twitter.com/WBAStore/status/550410041749413888
;2014-12-31 21:51;0;0;"I liked a @YouTube video from @dragtimes http:// youtu.be/iSZ6hf20XBU?a Tesla Model S P85D (691HP) vs P85 (415HP) Heads up Drag Racing from a";;@YouTube @dragtimes;;"550408875308900353";https://twitter.com/DanielFore/status/550408875308900353
;2014-12-31 21:51;0;0;"@MotorTrend a Tesla Model S <3";;@MotorTrend;;"550408806606598144";https://twitter.com/AlwaysGoinHamm/status/550408806606598144
;2014-12-31 21:11;0;0;"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race http:// tcrn.ch/1txhBla via @techcrunch";;@techcrunch;;"550398938235150336";https://twitter.com/firstads_biz/status/550398938235150336
;2014-12-31 20:59;0;0;"First Owner Fatality In Tesla Model S http:// insideevs.com/first-owner-fa tality-confirmed-in-tesla-model-s/ …";;;;"550395846005903360";https://twitter.com/Purplegarter1/status/550395846005903360
;2014-12-31 20:53;0;1;"The Tesla Model S is the only fully electric car I would ever drive";;;;"550394306008449025";https://twitter.com/Inya_Agha1/status/550394306008449025
;2014-12-31 20:51;0;0;"Новая статья: Автодайджест №285: Tesla Model S против Lamborghini Aventador";;;;"550393909831303170";https://twitter.com/jennings30954/status/550393909831303170
;2014-12-31 20:45;0;0;"Nils and Hugo are getting this Tesla Model S protected with XPEL Ultimate Self Healing Film. For more... http:// fb.me/1NnCHCjRa";;;;"550392348585512962";https://twitter.com/MetroDetail/status/550392348585512962
;2014-12-31 20:42;0;0;"Tesla Model S P85D Versus Lamborghini Aventador – Race Video http:// ift.tt/1BiwIxH";;;;"550391494159663105";https://twitter.com/stock_barber/status/550391494159663105
;2014-12-31 20:19;0;0;"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race http:// tcrn.ch/1xe9t8k";;;;"550385663926099968";https://twitter.com/Machiz/status/550385663926099968
;2014-12-31 20:14;0;0;"Elon Musk promises automatic ‘solid metal snake’ chargers for the Tesla Model S http:// clkon.us/1xvVQn5";;;;"550384398399721475";https://twitter.com/WinObs/status/550384398399721475
;2014-12-31 20:13;0;0;"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race http:// tcrn.ch/1txhBla via @techcrunch";;@techcrunch;;"550384222410526720";https://twitter.com/stopyransky/status/550384222410526720
;2014-12-31 20:05;0;0;"Elon Musk promises automatic 'solid metal snake' chargers for the Tesla Model S : We don't know what Elon Musk'.. http:// tnw.co/1EKjobb";;;;"550382172977500160";https://twitter.com/WBA_rwd/status/550382172977500160
;2014-12-31 20:05;0;0;"Elon Musk promises automatic 'solid metal snake' chargers for the Tesla Model S : We don't know what Elon Musk'.. http:// tnw.co/1EKjobb";;;;"550382170670657536";https://twitter.com/SBBeacon/status/550382170670657536
;2014-12-31 20:05;0;0;"Elon Musk promises automatic 'solid metal snake' chargers for the Tesla Model S : We don't know what Elon Musk'.. http:// tnw.co/1EKjobb";;;;"550382168183439362";https://twitter.com/brokeragentfind/status/550382168183439362
;2014-12-31 20:00;3;2;"Tesla Model S P85D Versus Lamborghini Aventador - Race Video http:// insideevs.com/tesla-model-s- p85d-versus-lamborghini-aventador-race-video/ …";;;;"550380953982341121";https://twitter.com/InsideEVs/status/550380953982341121
;2014-12-31 19:56;0;0;"Watch The New Tesla Model S P85D Destroy The Old P85 In A Drag Race… http:// buff.ly/1D4VIK0";;;;"550379884082900992";https://twitter.com/TSHuguenin/status/550379884082900992
;2014-12-31 19:54;0;1;"How much faster is a Tesla P85D than a regular P85? A lot, if this video is any indication: The Tesla Model S ... http:// bit.ly/1EKqcFQ";;;;"550379394233954305";https://twitter.com/Love_Bird47/status/550379394233954305
;2014-12-31 19:53;0;0;"At http:// iqboom.com/cars -- '14 #tesla #teslamodels #p85 #modelS w/ #formulaonefilm Pinnacle Series, Shades 30... pic.twitter.com/QtLuWwI2mg";;;#tesla #teslamodels #p85 #modelS #formulaonefilm;"550379131519901699";https://twitter.com/Crazy4cars2/status/550379131519901699
