username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2016-12-31 23:59;0;0;"ヤクルトの小椋に Honda の田口wwww";;;;"815346772365045763";https://twitter.com/reitoumikan4/status/815346772365045763
;2016-12-31 23:59;0;0;"Cometa 45P/ Honda -Mrkos-Pajdušáková cerca de la Luna este 31 de Diciembre. Posiblemente visible con bonoculares.... http:// fb.me/1EOI1LgZI";;;;"815346650231275521";https://twitter.com/SAQmex/status/815346650231275521
;2016-12-31 23:59;0;0;"寝とられてブチ切れている女の歌です。 「寝とられました」本田幸子 https://www. youtube.com/watch?v=Qt9XTR ENOOo&feature=youtube_gdata_player …";;;;"815346638201851904";https://twitter.com/honda_sachiko/status/815346638201851904
;2016-12-31 23:58;0;0;"礼生くん明けましておめでとうございます！卓球を頑張られたせいですね！！きっと幸先のいい一年のスタートに違いありません！ 今年もいっぱい礼生くんを応援します ٩(*´︶`*)۶";;;;"815346415647870981";https://twitter.com/lovelovetennimu/status/815346415647870981
;2016-12-31 23:57;0;0;"Honda VEZEL（ヴェゼル） HYBRID X (FF) Part 5 Gopro ⇒ https:// youtu.be/0Ltkei6roMw";;;;"815346255572312064";https://twitter.com/isnjqv622emmgzm/status/815346255572312064
;2016-12-31 23:57;0;0;"Happy New Year Flash! Forever our champ! #Flash #BTCC #Honda @hondaracingbtcc";;@hondaracingbtcc;#Flash #BTCC #Honda;"815346112227930112";https://twitter.com/tanweer_dar/status/815346112227930112
;2016-12-31 23:56;0;0;"Próxima meta Honda biz 125";;;;"815345972796620801";https://twitter.com/BraiantJMazzeo/status/815345972796620801
;2016-12-31 23:56;0;0;"HONDA VEZEL ヴェゼル （アーバンSUV）～試乗しました！その２ ⇒ https:// youtu.be/fpTSCSvmVCI";;;;"815345834627735552";https://twitter.com/fpkfm495rjjcvju/status/815345834627735552
;2016-12-31 23:55;0;0;"フィットならではの空間マジック ウルトラシート pic.twitter.com/e7gcKhYN9i";;;;"815345724258852864";https://twitter.com/HONDA_GD_bot/status/815345724258852864
;2016-12-31 23:55;0;1;"【 #Suchmos 】前作から1年6ヶ月ぶり、待望の2ndアルバム「THE KIDS」発売決定！！ Honda VEZELのTV CMでガンガンかかってる「STAY TUNE」など全11曲収録！秋葉原店激推し決定なこの1枚ぜひ！ご予約絶賛受付中デス！ pic.twitter.com/UDUVJWZZPJ";;;#Suchmos;"815345573716901888";https://twitter.com/TOWER_Akihabara/status/815345573716901888
;2016-12-31 23:53;0;1;"@HondaRacingBSB happy new year to you too honey..... I can't chuffin wait to get back to my Honda family x X";;@HondaRacingBSB;;"815345233718374400";https://twitter.com/LizRoberts75/status/815345233718374400
;2016-12-31 23:53;0;1;"Five deep in a Honda Civic playing Backstreet Boys at 6:00 on is a real tempo setter, you guys";;;;"815345225493315584";https://twitter.com/mike486/status/815345225493315584
;2016-12-31 23:53;0;1;"Nigel Mansell - Williams Honda pic.twitter.com/3rtH0gXWOn";;;;"815345153179262976";https://twitter.com/CarRacing_Art/status/815345153179262976
;2016-12-31 23:53;0;0;"希望としてはコニカ日清DeNAの順ですがトヨタ HONDA 強いだろうなー";;;;"815345152113811456";https://twitter.com/yuno_sports/status/815345152113811456
;2016-12-31 23:53;0;0;"To vendo o vt da luta da Honda";;;;"815345138914525184";https://twitter.com/kelvin_kb01/status/815345138914525184
;2016-12-31 23:52;0;0;"礼生くん、明けましておめでとうございます！卓球お疲れ様でした笑";;;;"815344822655414272";https://twitter.com/oudon_py/status/815344822655414272
;2016-12-31 23:52;0;0;"ホームストレートより pic.twitter.com/hIpCZBx18F";;;;"815344818805014528";https://twitter.com/Honda_98typer/status/815344818805014528
;2016-12-31 23:52;1;4;""Hay mentirijillas que son una verdad más honda que las propias verdades." pic.twitter.com/qPCurgP4uf";;;;"815344801579204617";https://twitter.com/citadelibro/status/815344801579204617
;2016-12-31 23:51;0;0;"おはようございます(*´ω｀*)明けましておめでとうございます！今年１年宜しくお願いいたします。";;;;"815344774303469568";https://twitter.com/kozu_HONDA/status/815344774303469568
;2016-12-31 23:51;0;0;"I added a video to a @YouTube playlist http:// youtu.be/5ws6f0i59zI?a ALERT NEWS New Year Eve Comet 45P Honda Approaches The Sun";;@YouTube;;"815344627477835778";https://twitter.com/CHANNEL428/status/815344627477835778
;2016-12-31 23:51;0;0;"Honda Civic 98 With Y8 High Idle, Vaccum Leak? http:// dlvr.it/N0spt2 pic.twitter.com/9J4fAu1DtL";;;;"815344620569759744";https://twitter.com/lowlitylife/status/815344620569759744
;2016-12-31 23:50;0;0;"【小豆】 あずき。";;;;"815344474314317824";https://twitter.com/honda_PFFK/status/815344474314317824
;2016-12-31 23:50;0;0;"Happy New Year to entire team, McLaren, Honda and all the people who make Mclaren the team I support";;;;"815344465871327232";https://twitter.com/markseverett/status/815344465871327232
;2016-12-31 23:50;0;0;"Honda recalls 633K Odyssey minivans for rear seat defect: http:// fox59.com/2016/12/30/hon da-recalls-633k-odyssey-minivans-for-rear-seat-defect/?utm_medium=social&utm_source=twitter_Gabby_Gonzalez …";;;;"815344401480380417";https://twitter.com/Gabby_Gonzalez/status/815344401480380417
;2016-12-31 23:49;0;0;"HONDA のフラッグ欲しい";;;;"815344208609353728";https://twitter.com/akiyoshi_18/status/815344208609353728
;2016-12-31 23:49;0;0;"ゲッツ！";;;;"815344093274378241";https://twitter.com/honda_dainichi/status/815344093274378241
;2016-12-31 23:49;0;0;"HONDA VEZEL ヴェゼル RU1-4ステンレスリアナンバープレートガーニッシュ 自分らしさで差をつける... http:// revstation.jp/wpins/tool12/? p=112446 …";;;;"815344042523303936";https://twitter.com/guy95wph/status/815344042523303936
;2016-12-31 23:48;0;0;"JP250(Nat) #8 ENDLESS TEAM SHANTI 藤平 康人 Honda CBR300R http:// fotodemoto.net/2017/01/01/jp2 50nat-8-endless-team-shanti-fujihira-yasuto-honda-cbr300r/ … pic.twitter.com/cTdQBb0abW";;;#8;"815343818656641024";https://twitter.com/fotodemoto/status/815343818656641024
;2016-12-31 23:47;0;0;"Llantita violeta tapa de tanque violetan honda violeta se nos fue la manooo jajaja pero quedaste… https://www. instagram.com/p/BOs1NEwjwTO/";;;;"815343601152561152";https://twitter.com/MaaxiGaalvan/status/815343601152561152
;2016-12-31 23:47;0;0;"RT @Freedybruna @zappasaspa Ποδαρικό στη... Γη κάνει ο κομήτης 45P/ Honda -Mrkos-Pajdušáková http:// ow.ly/aNki5085YGZ";;@Freedybruna @zappasaspa;;"815343581758193664";https://twitter.com/good_husband_/status/815343581758193664
;2016-12-31 23:47;0;0;"8thgenmarkie . . #honda #accord #j35 #accordsport #slammedenuff #static #loweredstandards … https://www. instagram.com/p/BOs1LEMgC7A/";;;#honda #accord #j35 #accordsport #slammedenuff #static #loweredstandards;"815343531279740928";https://twitter.com/_AwesomeAlex/status/815343531279740928
;2016-12-31 23:46;0;0;"分からない…ごめんな。";;;;"815343438056955904";https://twitter.com/we_honda_bot/status/815343438056955904
;2016-12-31 23:46;0;0;"あけましておめでとうございます！ 寝落ち！！ かわいい！！ 今年も素敵な一年でありますように☆";;;;"815343385615613952";https://twitter.com/dorobune86/status/815343385615613952
