username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2015-12-31 23:52;0;0;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// yhoo.it/1R2mlK0";;;;"682711036680470529";https://twitter.com/TN4SNews/status/682711036680470529
;2015-12-31 23:52;0;0;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// yhoo.it/1R2jVef";;;;"682710854681247744";https://twitter.com/hadopiland/status/682710854681247744
;2015-12-31 23:50;1;2;"Consumer Reports loves the Tesla Model S so much, they put it on their Top Ten Cars of 2015 list...twice! http:// ow.ly/WuU7H";;;;"682710381362544640";https://twitter.com/TodaysGreenMin/status/682710381362544640
;2015-12-31 23:46;0;0;"A redesign of the Tesla Model S could be on the way (tsla) http://www. occuworld.org/news/2914157";;;;"682709521169424385";https://twitter.com/OccuWorld/status/682709521169424385
;2015-12-31 23:45;0;0;"Tesla may give its Model S design a slight redesign in 2016 - Ever since its 2012 release, the Tesla Model S ha... http:// ow.ly/39ByMH";;;;"682709300452659202";https://twitter.com/rboese/status/682709300452659202
;2015-12-31 23:44;0;1;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// yhoo.it/1RciZSZ";;;;"682709045061394433";https://twitter.com/ibongmaya1203/status/682709045061394433
;2015-12-31 23:42;0;0;"Consumer Reports best car of 2015? Tesla Model S . No. 2? Tesla Model S http:// dlvr.it/D8ZwMp";;;;"682708354616066050";https://twitter.com/SJCSmallBiz/status/682708354616066050
;2015-12-31 23:37;0;0;"What can you fit in the frunk of a Tesla Model S ? http:// fb.me/3tCdHF0kB";;;;"682707086829031424";https://twitter.com/MaMadd2010/status/682707086829031424
;2015-12-31 23:20;0;1;"Autos> Tesla Model S , probable leader mondial des voitures recharge.. http:// bit.ly/1YUOZvq #autos pic.twitter.com/M1E75DVbcr";;;#autos;"682702866319028224";https://twitter.com/AutoBuzzFr/status/682702866319028224
;2015-12-31 23:16;0;0;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// bit.ly/1VsN5C1";;;;"682701985338929152";https://twitter.com/mobiswamp/status/682701985338929152
;2015-12-31 23:16;0;0;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// bit.ly/1YS9kXC";;;;"682701964790992898";https://twitter.com/electricgherkin/status/682701964790992898
;2015-12-31 23:16;0;0;"Tesla may give its Model S design a slight redesign in 2016: Ever since its 2012 release, the Tesla Model S ha... http:// bit.ly/1YS9ka8";;;;"682701918284558336";https://twitter.com/cynnikapps/status/682701918284558336
;2015-12-31 22:44;1;1;"The Tesla Model S Daily is out! http:// paper.li/teslamodels?ed ition_id=1bf62670-b010-11e5-a58f-0cc47a0d15fd … Stories via @TeslaAgnostic @PortInnovation @eslanota";;@TeslaAgnostic @PortInnovation @eslanota;;"682693958053527552";https://twitter.com/TeslaModelS/status/682693958053527552
;2015-12-31 22:32;1;3;"2015 in review - @TeslaMotors, @SolarCity and #Tesla #ModelX and #TeslaModelS http:// teslaliving.net/2015/12/31/201 5-in-review … pic.twitter.com/u4Y0M7IhPF";;@TeslaMotors @SolarCity;#Tesla #ModelX #TeslaModelS;"682690871662256129";https://twitter.com/teslaliving/status/682690871662256129
